0.4000000;0.4841273
0.5000000;0.5079331
0.6000000;0.5172737
0.7000000;0.5231413
0.8000000;0.5327442
0.9000000;0.5377206
1.000000;0.5399847
1.100000;0.5485739
1.200000;0.5609619
1.300000;0.5726660
1.400000;0.5831261
1.500000;0.5936530
1.600000;0.6058819
1.700000;0.6161169
1.800000;0.6227342
1.900000;0.6331132
2.000000;0.6475585
2.100000;0.6592711
2.200000;0.6690145
2.300000;0.6795177
2.400000;0.6900510
2.500000;0.7005093
2.600000;0.7118782
2.700000;0.7234544
2.800000;0.7341372
2.900000;0.7441269
3.000000;0.7545790
3.100000;0.7669566
3.200000;0.7775138
3.300000;0.7848656
3.400000;0.8045703
3.500000;0.8327392
3.600000;0.8376186
3.700000;0.8300470
3.800000;0.8379914
3.900000;0.8519196
4.000000;0.8620432
4.100000;0.8721074
4.200000;0.8827287
4.300000;0.8922483
4.400000;0.9017909
4.500000;0.9123227
4.600000;0.9231623
4.700000;0.9335240
4.800000;0.9429739
4.900000;0.9525986
5.000000;0.9631364
5.100000;0.9737413
5.200000;0.9842179
5.300000;0.9949008
5.400000;1.005086
5.500000;1.014443
5.600000;1.024263
5.700000;1.034927
5.800000;1.045730
5.900000;1.055861
6.000000;1.065173
6.100000;1.075176
6.200000;1.085817
6.300000;1.095438
6.400000;1.104933
6.500000;1.115495
6.600000;1.125744
6.700000;1.135073
6.800000;1.144311
6.900000;1.153935
7.000000;1.164199
7.100000;1.175340
7.200000;1.186345
7.300000;1.194937
7.400000;1.202933
7.500000;1.213250
7.600000;1.223864
7.700000;1.233229
7.800000;1.242266
7.900000;1.251962
8.000000;1.262683
8.100000;1.272555
8.200000;1.280805
8.300000;1.289338
8.400000;1.297623
8.500000;1.304571
8.600000;1.315902
8.700000;1.329065
8.800000;1.323913
8.900000;1.314767
9.000000;1.335504
9.100000;1.362136
9.200000;1.370154
9.300000;1.376697
9.400000;1.388253
9.500000;1.397669
9.600000;1.405371
9.700000;1.413754
9.800000;1.422309
9.900000;1.430677
10.00000;1.439074
10.10000;1.447471
10.20000;1.455828
10.30000;1.464359
10.40000;1.471702
10.50000;1.476151
10.60000;1.488784
10.70000;1.515463
10.80000;1.526294
10.90000;1.515674
11.00000;1.515445
11.10000;1.526290
11.20000;1.534225
11.30000;1.540684
11.40000;1.548152
11.50000;1.555623
11.60000;1.562942
11.70000;1.570431
11.80000;1.577440
11.90000;1.583691
12.00000;1.589886
12.10000;1.596228
12.20000;1.602539
12.30000;1.608836
12.40000;1.615146
12.50000;1.621414
12.60000;1.627732
12.70000;1.634188
12.80000;1.640209
12.90000;1.645460
13.00000;1.650546
13.10000;1.655844
13.20000;1.661309
13.30000;1.666235
13.40000;1.670343
13.50000;1.674903
13.60000;1.680303
13.70000;1.685831
13.80000;1.690767
13.90000;1.694909
14.00000;1.699319
14.10000;1.703576
14.20000;1.705843
14.30000;1.708130
14.40000;1.712552
14.50000;1.715890
14.60000;1.717661
14.70000;1.721509
14.80000;1.725606
14.90000;1.726772
15.00000;1.727877
15.10000;1.730216
15.20000;1.731235
15.30000;1.730768
15.40000;1.730305
15.50000;1.731359
15.60000;1.733708
15.70000;1.734617
15.80000;1.734308
15.90000;1.734518
16.00000;1.733950
16.10000;1.731769
16.20000;1.729427
16.30000;1.727406
16.40000;1.725329
16.50000;1.723210
16.60000;1.721117
16.70000;1.718983
16.80000;1.716892
16.90000;1.714954
17.00000;1.712582
17.10000;1.709423
17.20000;1.706203
17.30000;1.703075
17.40000;1.699677
17.50000;1.696894
17.60000;1.695070
17.70000;1.691889
17.80000;1.687437
17.90000;1.684311
18.00000;1.680828
18.10000;1.674709
18.20000;1.667928
18.30000;1.661710
18.40000;1.655483
18.50000;1.649142
18.60000;1.642835
18.70000;1.636539
18.80000;1.630234
18.90000;1.623945
19.00000;1.617630
19.10000;1.611274
19.20000;1.605105
19.30000;1.598888
19.40000;1.591832
19.50000;1.586049
19.60000;1.584457
19.70000;1.584899
19.80000;1.582646
19.90000;1.571674
20.00000;1.556782
20.10000;1.548115
20.20000;1.541770
20.30000;1.533195
20.40000;1.524980
20.50000;1.517877
20.60000;1.510625
20.70000;1.503193
20.80000;1.495844
20.90000;1.488491
21.00000;1.481137
21.10000;1.473855
21.20000;1.466393
21.30000;1.458833
21.40000;1.452326
21.50000;1.446130
21.60000;1.437921
21.70000;1.429697
21.80000;1.423580
21.90000;1.416538
22.00000;1.407847
22.10000;1.400181
22.20000;1.392866
22.30000;1.384391
22.40000;1.376324
22.50000;1.369126
22.60000;1.361162
22.70000;1.352573
22.80000;1.344636
22.90000;1.338690
23.00000;1.334674
23.10000;1.330597
23.20000;1.326390
23.30000;1.323021
23.40000;1.320196
23.50000;1.317147
23.60000;1.313024
23.70000;1.308866
23.80000;1.306460
23.90000;1.304599
24.00000;1.302362
24.10000;1.300949
24.20000;1.299989
24.30000;1.298049
24.40000;1.295902
24.50000;1.294030
24.60000;1.290895
24.70000;1.289031
24.80000;1.291921
24.90000;1.284533
25.00000;1.262045
25.10000;1.259688
25.20000;1.277967
25.30000;1.281487
25.40000;1.274362
25.50000;1.271896
25.60000;1.271056
25.70000;1.268760
25.80000;1.265506
25.90000;1.262553
26.00000;1.260617
26.10000;1.257900
26.20000;1.253535
26.30000;1.248570
26.40000;1.245006
26.50000;1.242776
26.60000;1.233160
26.70000;1.218875
26.80000;1.219381
26.90000;1.227430
27.00000;1.224753
27.10000;1.219046
27.20000;1.217340
27.30000;1.215227
27.40000;1.211700
27.50000;1.208461
27.60000;1.205379
27.70000;1.202180
