-16.50000;-0.8193188
-16.40000;-0.8299881
-16.30000;-0.8436879
-16.20000;-0.8534265
-16.10000;-0.8708494
-16.00000;-0.8815406
-15.90000;-0.8975890
-15.80000;-0.9146756
-15.70000;-0.9256416
-15.60000;-0.9514299
-15.50000;-0.9635969
-15.40000;-0.9808041
-15.30000;-0.9946767
-15.20000;-1.006617
-15.10000;-1.020442
-15.00000;-1.029165
-14.90000;-1.031889
-14.80000;-1.027290
-14.70000;-1.018882
-14.60000;-1.018132
-14.50000;-1.013449
-14.40000;-1.005635
-14.30000;-1.000530
-14.20000;-0.9972775
-14.10000;-0.9955060
-14.00000;-0.9868065
-13.90000;-0.9821048
-13.80000;-0.9730677
-13.70000;-0.9595758
-13.60000;-0.9508923
-13.50000;-0.9452874
-13.40000;-0.9324011
-13.30000;-0.9227651
-13.20000;-0.9151673
-13.10000;-0.9078011
-13.00000;-0.9024128
-12.90000;-0.8892950
-12.80000;-0.8806374
-12.70000;-0.8715976
-12.60000;-0.8580402
-12.50000;-0.8545561
-12.40000;-0.8387985
-12.30000;-0.8280907
-12.20000;-0.8187661
-12.10000;-0.8091779
-12.00000;-0.8039862
-11.90000;-0.7908605
-11.80000;-0.7823129
-11.70000;-0.7730240
-11.60000;-0.7634280
-11.50000;-0.7489940
-11.40000;-0.7387197
-11.30000;-0.7253794
-11.20000;-0.7131812
-11.10000;-0.7022406
-11.00000;-0.6843822
-10.90000;-0.6757648
-10.80000;-0.6638659
-10.70000;-0.6535346
-10.60000;-0.6449854
-10.50000;-0.6397237
-10.40000;-0.6239344
-10.30000;-0.6103212
-10.20000;-0.6025365
-10.10000;-0.5820926
-10.00000;-0.5756693
-9.900000;-0.5619550
-9.800000;-0.5423629
-9.700000;-0.5308844
-9.600000;-0.5176038
-9.500000;-0.5091935
-9.400000;-0.4964382
-9.300000;-0.4915178
-9.200000;-0.4781570
-9.100000;-0.4538988
-9.000000;-0.4489381
-8.900000;-0.4371152
-8.800000;-0.4291325
-8.700000;-0.4146555
-8.600000;-0.4057940
-8.500000;-0.3924498
-8.400000;-0.3798361
-8.300000;-0.3708828
-8.200000;-0.3621539
-8.100000;-0.3498987
-8.000000;-0.3399722
-7.900000;-0.3257726
-7.800000;-0.3159668
-7.700000;-0.3159541
-7.600000;-0.3027596
-7.500000;-0.2966166
-7.400000;-0.2860065
-7.300000;-0.2723619
-7.200000;-0.2634469
-7.100000;-0.2542306
-7.000000;-0.2451005
-6.900000;-0.2359796
-6.800000;-0.2267258
-6.700000;-0.2178008
-6.600000;-0.2045747
-6.500000;-0.1969022
-6.400000;-0.1800982
-6.300000;-0.1783158
-6.200000;-0.1667127
-6.100000;-0.1556590
-6.000000;-0.1466757
-5.900000;-0.1374518
